arch,n,noise,Ld,cellPx,gapPx,pitch_um,cells,bits_per_mm2,G0,s,Ia,seed,t,ber,on_min,on_mean,off_max,lyapunov_at_end,intensity_residual
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,1,0,1.78750544587168,1.8936270797699453,0.001361772816791793,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,3,0,1.696197646070212,1.913704614864732,0.0016592901615575999,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,10,0,1.4705448708667646,1.790343298480236,0.0016448325463622971,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,30,0,1.4478024278153687,1.7919145681255024,0.0010300796100771595,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,100,0,1.4498571700643792,1.8588326412725975,0.001042348461784901,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,300,0,1.4545041447632134,1.8732248830416762,0.0006782788048545735,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,1000,0,1.4547841822557257,1.921930955268896,0.0017371724166853704,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,3000,0,1.4542556268659848,1.9040498211826138,0.0010575162033757927,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,10000,0,1.45427549684831,1.9038743274420118,0.001048154232538541,0.0006140910018305048,0.00002771356505793554
B_4f,64,0,0,3,4,444.5,9,5.06,3.5,-0.8,0.2,3,30000,0,1.4483043674225695,1.912932896241152,0.0012832129037052627,0.0006140910018305048,0.00002771356505793554
